Time,FC,PAS,PAM,PAD
-1,81,125,91,88
0,89.1,137.5,100.1,88
30,87.6794,135.508,101.171,88
60,89.247,140.167,102.211,88
90,90.365,134.439,101.585,88
120,89.0243,140.748,99.8246,88
150,97.4091,137.853,108.501,88
180,100.002,137.598,110.947,88
210,98.838,138.647,111.191,88
240,97.9683,138.536,109.322,88
270,90.7035,134.496,100.387,88
300,91.1046,137.363,101.508,88
330,89.2509,138.044,98.9784,88
360,89.3344,139.012,100.977,88
390,88.0852,139.963,100.782,88
420,88.5362,136.194,99.4856,88
450,89.899,138.65,99.1103,86.4815
480,88.2734,136.394,96.3046,89.2136
510,91.0751,134.389,103.275,89.1957
540,89.7929,133.264,98.8817,88.5854
570,90.8625,140.167,100.818,86.8535
600,88.8631,134.68,98.1576,86.3693
630,88.6232,139.575,101.29,87.6828
660,88.9276,133.496,96.5578,87.4279
690,89.2034,132.995,99.5208,86.0528
720,89.7067,135.626,100.881,88.2174
750,87.7805,139.256,102.749,90.0625
780,92.1081,137.503,98.2803,88.9446
810,88.3195,134.872,97.6971,89.3592
840,90.5252,140.191,100.24,90.0458
870,89.5724,137.472,98.5885,86.1798
900,89.0244,134.382,98.1393,87.2028
930,89.8934,110.049,81.4215,72.3331
960,87.2461,108.972,77.9967,69.6856
990,81.5011,113.724,76.9903,67.3599
1020,88.5661,113.557,83.1103,73.1173
1050,84.1938,113.198,77.9501,71.4874
1080,86.7298,112.755,78.5562,69.5203
1110,85.639,108.983,82.3572,68.7046
1140,78.4381,115.152,79.7262,71.4232
1170,78.549,107.202,80.3257,72.9314
1200,79.6357,111.489,82.4537,74.4297
1230,75.8065,108.058,80.9546,67.0389
1260,78.3866,130.276,99.9532,87.1002
1290,82.2365,138.138,97.4558,89.8112
1320,80.9447,131.719,99.3476,87.1379
1350,80.1428,140.333,101.496,86.4381
1380,82.2574,139.955,97.2567,87.8967
1410,81.51,129.443,102.781,86.0312
1440,78.6495,142.102,100.409,86.25
1470,79.9088,134.247,101.348,87.578
1500,79.4213,130.504,103.318,92.0157
1530,79.9779,134.764,98.3268,89.5611
1560,79.3311,139.662,106.306,86.1499
1590,79.8837,142.125,94.536,90.9231
1620,81.9626,142.236,103.176,85.9699
1650,82.3559,143.878,97.8372,87.4943
1680,80.233,140.36,98.356,86.0163
1710,82.2812,140.799,99.667,89.0825
1740,78.4816,137.7,97.2605,89.2177
1770,81.0322,134.45,93.5414,87.6814
1800,78.6842,137.232,92.7514,84.8797
1830,79.7788,136.805,99.9805,83.9723
1860,81.6593,137.745,105.537,88.7962
1890,79.5875,134.892,98.6731,89.5616
1920,76.7088,92.1072,87.2088,74.648
1950,69.2115,101.018,43.6439,59.1669
1980,66.7177,99.9041,42.398,60.73
2010,69.8858,100.614,43.1873,62.3876
2040,68.0104,94.9937,42.2598,59.9334
2070,68.7254,94.3831,37.2077,61.369
2100,68.0963,95.741,42.1022,61.331
2130,69.1489,101.858,43.8691,58.1048
2160,74.1574,98.7243,67.858,58.2731
2190,74.4798,99.1628,65.5948,61.5237
2220,73.7873,97.5498,63.6676,57.5177
2250,71.8999,93.0821,68.6852,59.5327
2280,70.9159,98.6474,66.8553,58.0544
2310,73.0142,94.0666,64.0846,59.8042
2340,74.3564,98.4171,64.3066,58.6595
2370,73.2021,95.6899,65.1106,61.8659
2400,72.1813,92.0846,65.9162,57.9873
2430,72.4027,102.291,64.7446,63.8531
2460,73.9106,95.3346,62.4863,65.7555
2490,73.206,92.1005,65.349,61.7059
