Time,FC,PAS,PAM,PAD
-1,76,92,91,84
0,83.6,101.2,100.1,84
30,85.551,98.8947,99.7468,84
60,81.7512,99.5605,98.5168,84
90,84.9892,99.4269,102.409,84
120,85.4696,99.212,102.335,84
150,93.6223,100.794,108.964,84
180,90.7525,103.209,109.279,84
210,93.3341,103.334,108.595,84
240,94.0623,98.7728,110.18,84
270,81.7763,103.212,100.727,84
300,81.8222,102.758,102.189,84
330,85.5082,103.121,102.433,84
360,85.6308,103.293,98.4543,84
390,82.9081,100.677,100.253,84
420,82.7416,102.813,97.8532,84
450,83.4943,101.121,99.7555,84.4722
480,83.1555,99.3986,99.0218,83.3432
510,82.2282,100.1,100.766,83.9405
540,80.1534,102.759,99.5481,85.0564
570,82.6054,100.854,98.6629,85.1923
600,86.0968,98.4968,100.876,83.9257
630,83.1743,104.24,99.2023,83.3758
660,83.3329,104.561,99.3449,83.2532
690,86.4741,97.1564,101.3,83.2109
720,83.605,100.273,102.427,84.9479
750,82.189,100.059,95.589,83.2403
780,82.5223,100.463,98.8314,82.9018
810,79.3882,80.6838,81.1367,70.0725
840,79.8032,85.304,86.3215,64.436
870,83.7181,84.091,75.9074,67.3867
900,79.6287,80.3316,78.4335,71.2875
930,79.766,81.3129,81.5524,65.4349
960,77.5583,75.8295,75.2515,67.1699
990,79.2333,76.2367,77.5398,66.2826
1020,80.011,84.3022,79.985,67.4416
1050,79.2554,80.6999,79.9432,68.0857
1080,74.4285,80.4671,78.0396,68.8258
1110,74.8773,75.4623,84.5452,65.9539
1140,74.3064,79.6816,85.3037,68.5491
1170,75.3049,80.7593,81.878,70.2346
1200,73.4281,107.852,101.448,79.9846
1230,73.3658,101.802,97.5925,84.2199
1260,72.7957,95.3555,96.9576,86.8607
1290,76.1743,99.7691,102.004,83.0755
1320,76.5516,107.506,100.583,85.6541
1350,78.2556,102.854,101.166,82.6038
1380,74.9842,97.5097,100.369,83.6768
1410,74.7564,103.488,98.9989,82.6061
1440,71.8852,71.4531,89.6454,61.1776
1470,66.1406,74.1732,44.9563,60.6204
1500,61.2887,72.7843,46.1805,59.1825
1530,61.6226,69.5309,47.4838,60.0779
1560,67.0483,75.7039,43.8095,61.7322
1590,63.3783,70.4053,48.1081,58.7113
1620,61.7919,74.2154,49.2489,58.5249
1650,62.9656,68.5081,44.9004,60.9268
1680,66.2299,72.9639,66.0796,60.8497
1710,69.2801,66.9574,67.8089,60.4735
1740,67.093,68.2498,63.7753,59.6576
1770,66.9589,70.7387,66.6803,61.4466
1800,65.7909,75.6315,64.582,61.9236
1830,65.5633,66.3593,67.9741,59.1015
1860,68.8324,68.0394,65.5414,60.7906
1890,70.5518,64.0191,69.2776,60.5091
1920,68.7354,73.5616,72.0674,61.0789
1950,67.1795,72.5776,70.3173,60.4984
1980,69.0402,72.5465,69.456,61.9133
2010,70.8665,71.3526,65.3334,59.5687
2040,69.3755,69.5893,69.6148,60.1667
2070,64.204,44.5932,55.1923,41.541
2100,60.0815,47.8839,44.8969,40.5278
2130,63.9725,43.618,46.4203,37.4315
2160,60.9398,45.9351,45.2844,41.8706
2190,67.5521,46.0558,44.6783,40.3124
2220,68.7323,50.5958,52.1838,45.4607
