Time,FC,PAS,PAM,PAD
-1,83,115,77,86
0,91.3,126.5,84.7,86
30,90.8069,127.61,84.5143,86
60,89.8139,126.515,82.7649,86
90,93.2679,124.97,86.7202,86
120,92.2721,127.864,86.4569,86
150,100.367,123.437,95.0335,86
180,102.636,128.021,92.3805,86
210,101.625,124.74,94.1065,86
240,99.354,127.091,91.6076,86
270,90.2499,126.783,82.7215,86
300,89.2372,123.811,84.4453,86
330,90.5331,125.981,85.807,86
360,89.6319,127.621,83.7466,86
390,92.1763,124.441,84.6885,86
420,93.1898,128.197,85.5693,86
450,93.0195,123.799,86.3881,87.318
480,92.2757,130.225,84.8623,84.6773
510,92.6927,128.45,84.9152,85.7772
540,90.8867,126.038,87.2062,86.7635
570,91.481,125.91,87.2521,86.974
600,91.2787,124.887,83.205,87.0675
630,89.6353,126.842,85.9272,87.3801
660,88.2486,127.184,84.2435,86.3057
690,88.8643,126.934,86.4377,85.32
720,90.4696,123.663,86.4622,84.6372
750,92.0963,106.26,71.5874,67.6294
780,89.0696,101.977,64.3726,71.8739
810,87.6686,102.289,66.2687,71.9468
840,88.5026,104.635,72.3333,67.666
870,89.5772,94.2901,65.7392,71.2767
900,85.9647,99.9454,71.7988,69.2713
930,83.6776,100.286,62.1886,68.5218
960,84.8043,101.43,69.412,70.0573
990,82.6539,103.459,66.8533,71.0365
1020,82.9099,125.84,66.6214,70.057
1050,83.3731,129.807,66.7436,68.1929
1080,82.9472,125.497,63.9085,83.9688
1110,81.4586,124.108,72.5653,83.9453
1140,83.139,124.281,88.0583,84.3289
1170,80.7345,127.496,89.1292,86.4741
1200,73.695,94.5133,73.2907,73.3682
1230,66.1638,87.631,38.9667,59.3396
1260,65.8874,91.057,36.8965,60.5005
1290,71.302,82.194,40.8466,57.799
1320,67.5921,87.357,38.1988,58.8205
1350,68.496,96.1347,38.454,59.4114
1380,71.2167,92.5721,33.4456,57.9362
1410,68.4853,89.7965,41.1339,60.229
1440,75.6771,86.2287,55.8089,62.8119
1470,72.4581,84.6573,60.2113,60.9952
1500,74.9044,83.4288,59.1154,58.1619
1530,75.8334,80.2835,50.9642,58.7519
1560,73.7024,88.1237,55.4763,58.3999
1590,73.3844,86.3308,57.4089,61.593
1620,71.4173,88.054,56.3566,59.1561
1650,69.7447,87.6068,60.9954,60.4933
1680,73.3494,87.0209,54.2777,60.3288
1710,70.773,78.7667,58.5546,63.745
1740,73.447,81.4309,59.7554,60.3466
1770,73.9293,81.1024,59.6462,59.9654
1800,72.1784,78.8172,57.5857,60.1413
1830,71.4462,86.4979,58.7331,59.7568
1860,71.1938,85.7354,53.5987,60.9109
1890,69.7752,60.904,50.4505,49.6174
1920,66.5722,63.4868,45.474,40.0277
1950,66.0951,61.3931,39.9178,37.8798
1980,69.7142,64.1157,41.0122,39.3815
2010,73.1729,65.0518,44.5798,40.8896
2040,86.662,84.877,51.025,43.4154
2070,85.3393,80.5093,52.011,41.7204
2100,75.8776,66.3809,52.3257,40.9583
2130,71.413,63.9405,50.3007,40.0287
2160,73.206,65.308,51.2597,45.8863
2190,69.9933,64.7366,50.3137,44.9835
2220,71.8773,56.937,48.3554,39.9056
2250,66.2658,60.9312,54.5883,44.0512
2280,70.3572,63.3995,49.4178,42.5322
2310,72.3881,65.7941,52.4557,43.8448
2340,69.2613,62.1586,53.4158,42.1574
2370,71.3297,63.8651,52.4021,43.8563
2400,71.7465,59.8248,54.3832,41.2574
2430,68.2789,65.5749,48.888,38.8897
2460,69.699,69.6747,46.9137,41.4863
2490,69.3943,55.8822,53.6051,40.0829
2520,67.4151,60.6872,56.2849,42.3816
2550,70.3184,62.9625,52.277,37.0942
2580,69.4161,63.5162,51.2548,45.4698
2610,79.6689,77.681,61.9039,43.3032
2640,81.048,78.077,56.716,39.0017
2670,80.1594,72.4498,58.4818,39.8778
2700,81.7979,76.0091,60.2845,43.8695
2730,77.2671,76.3093,59.806,41.3996
2760,84.3633,77.5491,58.7491,40.9495
2790,83.4359,76.9176,54.2627,42.6198
2820,80.6846,72.729,61.7483,40.8878
2850,78.9857,68.8209,56.303,42.5058
2880,78.7082,79.4634,54.3221,38.956
2910,82.4664,72.6889,59.9499,39.2847
2940,87.9008,79.2319,56.8373,41.8635
2970,85.7869,80.8642,59.2568,40.2775
3000,85.7925,82.0706,64.5577,42.585
3030,85.4519,80.5166,58.7139,42.3192
3060,83.6986,77.1193,54.585,40.6408
3090,82.6299,80.8047,58.2288,43.0366
3120,85.5564,86.1899,63.8151,37.9474
3150,82.7203,83.4795,59.7242,42.3326
3180,83.7399,90.1167,63.7845,42.8871
3210,87.7299,92.0724,57.6785,40.3735
3240,84.3155,81.2559,63.036,38.6816
3270,87.7118,89.2568,58.7751,42.7622
3300,88.9585,86.9932,60.0627,41.096
3330,86.7354,83.9761,57.9079,40.4051
3360,86.5766,90.0023,60.3181,43.5732
3390,84.2947,90.0099,54.7765,43.4771
3420,87.2002,84.6738,61.5478,40.7059
3450,88.6475,90.2978,55.5877,41.6332
