Time,FC,PAS,PAM,PAD
-1,73,96,72,87
0,80.3,105.6,79.2,87
30,80.3109,105.883,79.2003,87
60,80.6362,103.696,80.7979,87
90,81.427,107.861,79.1375,87
120,78.3989,103.86,80.952,87
150,88.7277,106.102,88.1654,87
180,89.5085,105.899,88.2173,87
210,90.1316,103.055,77.6635,87
240,86.905,105.025,78.8023,87
270,82.0814,107.705,78.6718,87
300,78.4495,104.392,79.9289,87
330,79.0969,103.854,78.9808,87
360,79.6523,105.009,81.0621,87
390,82.2356,106.608,80.7434,87
420,79.2905,106.253,78.3613,87
450,80.4565,104.848,80.0085,87.1171
480,80.508,106.408,77.2285,88.9198
510,78.4549,104.224,79.3617,84.8933
540,80.2974,106.868,79.8554,86.9995
570,80.5197,107.397,80.3257,86.6886
600,78.1982,105.475,80.6752,86.1022
630,79.7768,101.752,78.1012,87.6821
660,83.4141,106.627,78.8748,88.1945
690,80.5182,104.6,77.5236,85.3956
720,79.8031,105.233,81.1052,86.5977
750,79.6288,105.774,80.5076,86.4674
780,80.4341,104.28,78.4609,85.8775
810,79.128,105.315,79.6844,86.8064
840,79.2507,106.061,76.1144,88.6514
870,79.1949,104.804,83.2203,88.6965
900,80.8255,100.804,79.0087,83.026
930,79.0887,83.6637,62.9359,69.345
960,82.0857,82.9943,61.8817,72.2051
990,81.83,87.1132,62.1871,71.2377
1020,76.213,85.6921,65.1882,72.3022
1050,77.6502,85.1778,62.7986,71.6208
1080,74.4655,87.847,64.575,66.9786
1110,77.3411,88.8547,63.8597,68.8934
1140,70.945,88.0081,62.7993,68.484
1170,73.3322,84.2643,63.5427,67.2948
1200,73.0948,84.023,78.9697,67.6426
1230,75.4905,83.571,75.2575,68.4033
1260,74.6481,109.086,84.5871,87.271
1290,73.7352,105.168,81.3151,89.0532
1320,74.4497,105.906,81.1521,89.3261
1350,72.7909,107.425,76.7423,88.6817
1380,69.8456,107.355,81.1262,82.3806
1410,76.2663,107.879,78.1693,88.2829
1440,69.1115,106.736,78.4043,86.4419
1470,73.5694,103.423,78.7949,91.007
1500,75.3407,113.996,78.4939,88.8382
1530,71.5711,107.044,81.2211,83.1873
1560,70.5511,111.251,80.5067,87.8202
1590,72.8567,104.081,82.4332,87.8389
1620,71.6131,103.165,83.8917,83.7854
1650,72.1322,103.911,78.8689,87.2331
1680,71.379,107.313,80.5504,90.1561
1710,70.3044,102.569,80.6954,84.9853
1740,65.7108,87.1929,56.8185,61.383
1770,56.056,75.6633,36.3279,66.2761
1800,57.9796,74.3035,37.272,57.4106
1830,59.6943,77.5348,34.6436,60.5296
1860,55.5247,77.9851,41.3943,58.7636
1890,58.3705,69.9744,36.9432,58.9776
1920,59.4393,71.6372,39.5168,62.8011
1950,59.4299,75.436,37.8574,61.02
1980,65.528,76.9737,53.8506,64.4418
2010,60.5249,78.0714,50.6297,58.8403
2040,63.4348,75.0098,48.909,61.9246
2070,65.6599,79.4131,53.128,62.5798
2100,59.7032,75.3023,53.4745,62.599
2130,64.4566,75.6026,52.7648,59.5513
2160,63.8722,74.1875,54.2319,62.9842
2190,62.9358,70.9509,53.8318,59.9512
2220,63.4742,80.438,49.4749,65.6389
2250,62.3912,76.5846,53.7841,65.5472
2280,60.3692,78.396,55.0189,64.2745
2310,62.3755,77.838,52.2305,62.1215
2340,65.4524,76.9782,49.9255,63.336
2370,62.8977,74.3663,52.1441,63.8366
2400,63.072,72.1898,51.0823,62.1477
2430,60.7993,65.7306,37.878,41.5571
2460,60.3027,51.8159,41.4894,43.4735
2490,55.1467,47.8223,38.7832,46.4218
2520,59.136,53.8095,41.4815,38.2484
2550,62.1572,62.4168,41.4534,41.443
2580,59.7923,52.6876,37.0869,39.566
2610,59.5125,51.0058,35.461,42.2285
2640,57.119,49.918,41.5137,44.949
2670,62.0342,54.4808,43.8448,47.0338
2700,57.0605,56.9961,43.1665,41.2908
2730,56.2606,54.285,43.0373,39.3784
2760,58.6753,49.7274,42.809,45.8204
2790,56.3486,52.176,43.1635,38.8006
2820,57.0515,51.9556,38.2803,45.276
2850,58.8996,58.2186,43.2663,43.2135
2880,57.6281,57.1621,41.5853,46.8747
2910,59.1816,59.1493,41.2764,45.423
2940,67.0845,73.5899,52.8565,44.2365
2970,68.3336,73.2631,49.5388,39.5106
3000,56.4461,55.1384,40.0839,42.8883
3030,59.3067,55.6045,40.7345,45.1222
3060,59.441,55.4964,42.6185,39.676
3090,58.1038,60.9883,39.1492,41.3307
3120,60.8078,52.0473,42.9915,41.6594
3150,60.5113,59.1244,41.1115,41.896
3180,62.7783,55.6371,43.8851,47.0457
3210,60.7675,56.0861,37.8846,39.0428
3240,66.5836,64.7945,36.626,45.2289
3270,67.3457,53.6786,42.9228,41.2399
3300,61.9298,55.7923,39.5315,41.8288
3330,67.3235,59.3686,33.9894,43.494
3360,69.7329,56.1015,42.2258,41.2801
3390,64.8368,50.7454,41.3757,42.2799
3420,69.0988,51.0375,44.5147,38.1659
3450,65.5653,53.1359,39.6999,45.6289
3480,65.7223,54.8246,37.9701,45.5046
3510,68.0143,54.3711,36.0675,43.0268
3540,68.4335,62.4265,41.0704,38.7211
3570,63.6379,57.8654,39.0817,38.4101
3600,68.5773,66.2774,40.8306,37.174
3630,69.9932,57.6397,40.4058,40.9878
3660,67.0071,58.1273,37.3878,40.573
3690,68.8004,52.4519,43.7986,45.0623
3720,64.2089,54.8301,37.3074,42.5067
3750,67.3508,53.6987,41.7038,41.1762
