Time,FC,PAS,PAM,PAD
-1,89,109,94,86
0,97.9,119.9,103.4,86
30,98.5921,121.363,105.345,86
60,96.872,118.686,105.361,86
90,97.7733,119.532,104.938,86
120,96.5179,119.273,102.951,86
150,105.961,120.804,114.595,86
180,105.682,119.004,115.91,86
210,95.9172,122.493,113.835,86
240,97.5345,118.681,112.291,86
270,95.6569,117.536,105.316,86
300,97.4211,121.405,105.374,86
330,96.3857,120.98,102.294,86
360,95.8274,121.088,102.577,86
390,97.1657,116.998,105.016,86
420,97.2411,121.351,102.981,86
450,100.25,117.99,102.951,84.9068
480,97.9195,117.671,103.156,85.9869
510,97.5583,117.438,101.821,84.6335
540,99.0247,120.64,104.073,84.7111
570,95.1419,121.393,100.408,87.1049
600,98.8646,118.282,102.063,85.6869
630,100.598,124.27,103.316,85.3787
660,95.879,121.282,106.453,86.5759
690,96.9589,120.233,100.495,87.4508
720,96.7168,123.075,102.907,86.3945
750,100.368,117.559,105.927,86.1095
780,96.0975,122.768,101.492,86.3462
810,94.8349,117.717,103.21,86.0643
840,99.367,118.168,104.007,84.375
870,93.886,122.022,105.755,85.68
900,97.3467,125.04,107.08,83.5826
930,92.9175,96.5025,83.136,70.2947
960,98.6347,96.3734,81.6944,71.8106
990,97.1067,97.0025,86.7674,69.2292
1020,94.2774,95.1802,81.672,70.3147
1050,94.6138,96.8028,80.4327,69.2257
1080,90.702,96.9015,84.8745,70.5355
1110,90.9482,101.455,85.5759,67.6408
1140,88.8489,97.3568,80.7347,66.8749
1170,89.5434,94.33,82.8218,70.2983
1200,86.6809,94.7029,78.8632,84.8292
1230,89.0071,98.8309,77.3042,88.2053
1260,86.2646,120.147,87.5992,85.4193
1290,85.4662,124.757,79.6431,86.4801
1320,88.0794,115.587,104.436,82.1452
1350,88.4391,119.154,104.747,87.6017
1380,89.2783,121.003,99.1942,86.1769
1410,90.4995,122.368,100.41,85.4836
1440,88.3827,121.385,104.366,88.2331
1470,89.5572,120.706,106.445,85.2519
1500,89.1344,119.266,100.605,85.5954
1530,88.6803,115.212,102.578,87.7703
1560,87.5411,121.872,99.4768,85.0364
1590,89.1903,117.481,103.698,84.5167
1620,82.9057,83.8749,89.5314,71.0931
1650,74.9938,85.0461,46.3013,59.5962
1680,73.5239,88.7675,42.8048,59.7278
1710,71.6797,83.4288,43.2536,59.0448
1740,72.4667,86.2731,43.8282,60.4656
1770,72.6669,83.436,46.2156,59.1323
1800,74.8631,85.9999,48.6043,60.3924
1830,73.8334,85.6639,43.773,60.959
1860,76.5102,79.2143,69.8719,60.9253
1890,77.0567,83.7683,69.4414,58.6101
1920,78.8951,80.4247,70.0846,60.9717
1950,78.2859,78.8419,70.8197,60.7323
1980,79.0528,83.7187,68.3905,62.8698
2010,76.8216,82.6491,68.8447,61.6266
2040,76.0175,85.3187,66.7589,60.3751
2070,77.4041,81.8221,69.3969,60.5448
2100,80.2375,80.6203,67.6571,61.5836
2130,77.9009,84.1304,67.5177,62.932
2160,75.6158,80.8472,66.7584,60.3224
2190,75.7204,62.9809,58.9722,48.4242
2220,72.2523,65.301,50.9412,44.5879
2250,71.9825,60.4232,47.1039,44.2168
2280,72.3576,58.3675,51.4082,40.5069
2310,69.6879,59.6837,46.5911,39.6601
2340,70.1608,58.571,50.2754,43.1268
2370,74.0321,61.9435,55.046,39.9245
2400,76.298,61.9705,51.1624,43.1353
2430,74.5239,64.122,51.8685,41.0603
2460,75.6119,62.8222,58.0295,42.2533
2490,73.8829,59.874,53.1348,48.4185
2520,72.9642,62.8418,50.6931,43.5456
2550,73.7912,59.2213,53.2986,45.9354
2580,72.6659,63.1171,56.2875,44.3364
2610,71.3966,62.7347,56.7938,45.5066
2640,70.0055,61.2428,58.0671,40.5442
2670,83.0929,69.5829,69.234,44.3858
2700,85.0703,72.3799,63.5339,41.133
2730,74.484,71.4233,54.5442,39.4887
2760,72.9514,72.3001,51.4323,43.1285
2790,76.1307,65.9101,50.1837,44.4678
2820,72.8494,63.9358,48.7427,41.9628
2850,76.3895,70.7209,54.6783,42.4972
2880,73.6249,68.2906,59.5289,39.1811
2910,73.9263,66.328,54.1373,45.3234
2940,74.0808,64.4542,51.413,41.4244
2970,73.2848,64.6478,58.6986,45.5616
3000,73.9651,69.9779,53.7235,44.1121
3030,72.556,70.8374,51.6652,43.7857
3060,73.9214,67.4883,54.9049,45.2422
3090,75.4433,69.2431,58.9229,41.7198
3120,76.2858,64.5488,54.2334,42.1239
3150,73.6628,67.1805,56.6268,41.458
3180,76.6519,65.1368,54.6072,42.9782
3210,73.8863,65.8294,54.6557,45.2112
3240,76.4029,66.7765,56.5893,41.2395
3270,77.9038,66.0336,57.547,43.8756
3300,80.6759,65.8215,55.162,43.5965
3330,80.6443,70.2994,51.1377,42.0968
3360,96.2036,76.4415,65.6846,42.4491
3390,99.786,86.8945,63.546,39.5211
3420,99.1722,79.6002,63.1626,42.8161
3450,96.5097,74.7346,61.9387,39.231
3480,98.5179,74.3664,62.4795,44.4944
3510,99.9141,79.7569,66.1109,39.99
3540,100.073,75.8195,64.9932,40.2554
3570,100.094,79.1034,60.4709,41.68
3600,99.2457,75.9221,61.4206,41.8039
3630,102.172,77.4749,60.0615,42.7091
3660,100.156,74.4283,62.3521,41.4441
3690,95.0227,75.7187,61.985,40.4894
3720,101.008,79.108,62.2251,40.2789
3750,103.981,87.9589,67.4592,42.0312
3780,104.926,86.7572,67.5036,41.482
3810,104.502,80.4881,67.0105,39.3665
3840,106.73,77.6424,64.961,44.1051
3870,101.692,78.3875,64.1018,41.5817
3900,104.79,78.4589,69.432,42.1393
3930,108.36,82.9793,65.0783,42.6165
