Time,FC,PAS,PAM,PAD
-1,69,132,73,64
0,75.9,145.2,80.3,64
30,74.6169,147.513,81.4112,64
60,77.2568,147.278,81.3987,64
90,77.1501,142.108,81.1677,64
120,74.9689,141.838,81.5762,64
150,82.8494,145.822,86.923,64
180,83.7106,148.44,86.5317,64
210,76.9092,145.389,86.6337,64
240,75.5249,144.487,86.6974,64
270,74.8426,147.649,78.7349,64
300,76.3728,147.979,80.2564,64
330,77.6302,143.067,81.8597,64
360,74.9215,146.705,81.2518,64
390,75.1185,147.769,81.3266,64
420,77.0429,147.197,81.6893,64
450,76.8679,148.545,81.2039,63.0258
480,76.7078,144.914,78.2289,62.2689
510,75.6004,144.612,80.1543,63.3736
540,72.9838,142.983,81.9312,65.3232
570,75.9089,147.484,77.5674,64.6727
600,78.2635,145.358,79.9382,64.65
630,77.9164,148.384,78.9404,63.4062
660,75.0073,145.762,80.241,63.504
690,77.7565,141.16,79.6811,62.6873
720,76.3029,146.241,78.8703,63.3148
750,74.7124,112.529,62.6944,51.8366
780,74.2085,116.332,64.1509,50.6621
810,71.2589,115.91,64.1959,46.2621
840,72.0558,121.509,63.2977,52.607
870,72.5594,114.77,64.1466,51.5612
900,70.3475,119.799,69.5221,54.2662
930,67.7927,106.393,64.8685,50.5234
960,71.2785,118.459,61.9305,50.9302
990,68.1852,119.789,65.5457,51.2141
1020,69.506,113.019,78.7666,48.9605
1050,68.3191,117.82,84.4696,50.305
1080,69.9909,152.022,75.8397,50.7327
1110,69.1359,152.126,82.0826,54.9069
1140,61.954,122.125,64.8374,49.3283
1170,55.9797,98.2553,35.5379,45.131
1200,57.1653,95.7511,31.3732,45.275
1230,60.3713,93.8448,34.8353,46.0486
1260,57.4983,96.3783,31.4226,47.6182
1290,57.3886,107.202,36.2297,44.319
1320,60.2123,100.6,35.3004,43.9177
1350,60.8814,93.6472,34.6982,45.4358
1380,63.6861,92.3604,47.9427,44.8069
1410,64.5348,98.5301,55.393,48.1438
1440,65.3131,97.0622,51.1281,50.2153
1470,60.5352,92.5595,49.661,47.3353
1500,61.2321,91.9868,52.7515,49.9821
1530,63.8936,91.6933,50.8237,50.0295
1560,63.0443,94.2104,47.901,48.0567
1590,61.5421,91.6864,47.9512,49.2136
1620,63.0681,92.6388,50.9309,47.8979
1650,63.9175,101.834,57.2294,46.5493
1680,62.2779,96.2737,50.8229,46.2851
1710,61.9725,94.5486,53.4962,44.3283
1740,61.539,92.5713,47.9747,46.0149
1770,60.5112,92.614,49.3411,46.9011
1800,61.9232,99.7286,48.5077,46.4945
1830,56.3181,81.5308,40.5762,31.3761
1860,56.1216,68.4903,29.9927,36.1665
1890,55.7017,71.1275,37.5469,37.4609
1920,60.2888,68.5672,38.0432,34.609
1950,61.8435,73.3574,38.7541,34.284
1980,72.177,88.605,45.0291,31.6412
2010,72.8364,77.1378,45.8945,39.1585
2040,73.3161,90.4128,45.4752,35.4043
2070,74.6643,91.2805,49.0144,33.5997
2100,68.6203,78.5878,48.8677,30.5929
2130,71.8233,90.869,46.7565,33.0595
2160,72.3849,87.7643,51.2475,27.6626
2190,71.1206,90.045,48.5761,38.7227
2220,67.682,86.1768,42.4292,34.5324
2250,70.9798,90.5972,44.3011,30.3006
2280,70.8351,83.2855,42.921,32.7369
2310,70.1728,85.0487,45.2373,33.4103
2340,70.73,76.8939,46.1117,29.766
2370,72.864,85.5494,51.4414,33.3845
2400,67.5047,93.4789,45.6597,33.2894
2430,70.864,85.4319,50.3377,33.0761
2460,69.8755,91.215,54.0217,35.1165
2490,58.7207,81.5494,38.7299,37.728
2520,61.3048,77.5159,41.866,35.4445
2550,57.2213,87.0209,35.6947,28.3665
2580,58.1093,83.6569,39.8075,32.3993
2610,59.2529,79.3702,45.4249,34.6004
2640,59.0182,77.6462,39.9234,35.8908
2670,58.8592,82.4131,41.1885,31.7089
2700,60.5546,84.7322,33.1053,31.2384
2730,58.7996,81.2508,33.4803,36.1558
2760,60.7018,85.9619,43.9759,37.4627
2790,59.793,75.1827,40.2672,32.638
2820,57.9691,76.5299,43.1596,31.996
2850,69.0361,86.9877,49.8843,33.4433
2880,71.4411,88.3818,53.2575,32.5435
2910,70.6103,80.219,55.0642,35.1807
2940,72.5591,94.8422,49.0073,32.4344
2970,70.0511,93.1406,51.746,34.9598
3000,67.6911,87.9714,50.5482,31.6692
3030,66.7653,85.695,48.7869,34.1289
3060,67.6989,81.9906,53.0677,31.4113
3090,66.3598,89.3452,48.3254,35.014
3120,70.0691,87.1044,45.0044,34.8728
3150,70.0063,87.0592,49.9608,30.1369
3180,70.4037,90.4577,48.9627,37.0324
3210,77.3538,88.2012,52.1959,31.6543
3240,72.502,86.8952,47.1415,36.2338
3270,73.4,91.9358,48.2335,33.4298
3300,69.583,94.8922,49.5115,34.8264
3330,75.5976,90.8737,44.7672,37.8711
3360,70.6654,94.6108,53.6249,29.2971
3390,74.0545,86.3352,54.5463,33.9728
3420,77.1443,92.8497,51.1611,30.4279
3450,77.8263,92.8496,45.0428,33.4973
3480,77.9752,87.4139,51.6367,34.0302
3510,77.0644,86.1186,52.7086,34.2075
3540,79.6547,96.9695,51.6023,33.0911
3570,78.5721,94.2814,56.0728,35.4547
3600,81.1691,85.9945,49.9581,28.7274
3630,84.7638,87.7923,52.0366,30.7583
3660,82.2235,84.4598,45.3826,30.1519
3690,83.5975,97.1228,52.1474,31.4096
3720,83.6451,90.9556,51.8685,32.6041
3750,80.5069,90.2864,54.5241,34.3665
3780,83.69,84.4491,57.0143,29.4469
3810,79.2683,88.1117,54.5942,32.8115
3840,77.7472,82.8348,50.5027,30.6713
3870,81.3716,84.623,52.8397,36.025
3900,78.3555,86.9329,50.6534,31.1574
3930,81.909,90.9979,51.4258,30.2658
3960,74.2533,78.7534,49.0222,31.6277
3990,74.8568,81.8627,53.5089,32.6802
4020,76.9863,89.3819,53.9706,32.4666
