Time,FC,PAS,PAM,PAD
-1,68,131,96,89
0,74.8,144.1,105.6,89
30,74.3701,146.805,103.901,89
60,75.7032,143.785,107.714,89
90,75.9329,144.647,106.27,89
120,73.3429,145.865,107.248,89
150,80.8717,143.729,118.424,89
180,81.6138,142.73,117.857,89
210,81.1249,142.365,103.155,89
240,83.054,141.001,106.233,89
270,76.4618,146.241,107.243,89
300,73.8817,145.63,107.488,89
330,74.0119,143.995,108.083,89
360,73.7955,146.141,107.892,89
390,73.8008,146.496,103.74,89
420,73.4665,147.248,105.726,89
450,73.8523,146.799,104.805,87.6187
480,76.2756,145.302,104.066,87.7662
510,74.8756,142.684,105.679,90.4732
540,72.9184,138.909,105.948,88.0168
570,73.4944,144.662,105.857,88.8464
600,73.6215,141.434,102.737,88.44
630,72.011,142.776,106.092,89.0883
660,74.8234,143.345,104.182,88.8697
690,74.6066,147.237,105.935,88.3997
720,74.4966,143.427,104.3,87.9352
750,75.1037,144.539,108.352,90.3774
780,76.7773,145.742,109.19,88.051
810,73.2553,145.264,102.589,88.3489
840,75.4602,146.419,103.995,90.1881
870,73.6577,107.527,82.2142,71.2292
900,69.6788,108.989,87.8489,68.9165
930,74.639,122.101,84.7028,70.899
960,70.5995,110.17,82.6511,72.4169
990,71.7811,114.331,85.9653,74.1103
1020,73.6165,110.005,87.0456,71.1737
1050,70.2268,117.155,88.3902,72.1083
1080,71.1247,119.403,85.4912,71.8009
1110,68.9759,110.921,83.924,68.4237
1140,67.182,150.426,81.5377,71.7985
1170,67.0271,142.938,82.3142,71.0732
1200,66.7126,145.122,83.0778,87.9473
1230,67.7838,143.012,83.8197,90.8719
1260,65.4522,147.699,108.139,85.6299
1290,65.0012,145.129,110.84,86.3284
1320,68.0074,142.814,107.51,86.9884
1350,66.9277,142.033,101.064,87.4712
1380,67.869,151.954,108.843,88.853
1410,67.0178,143.423,105.359,91.6136
1440,67.209,137.514,108.651,87.1438
1470,70.3896,136.958,101.546,89.2035
1500,68.7905,149.963,109.091,87.3664
1530,68.9707,152.457,98.8487,88.3513
1560,65.2528,146.152,103.341,88.7295
1590,67.111,144.254,108.579,90.4288
1620,66.4563,139.075,107.958,87.1707
1650,66.7093,139.243,102.797,88.7628
1680,63.9606,96.3844,76.4408,75.0634
1710,54.1569,97.3214,49.8907,62.2577
1740,54.2787,103.567,49.1427,60.8571
1770,54.8484,96.8429,53.5344,62.2061
1800,56.9075,102.881,48.8919,62.7889
1830,57.1984,102.627,49.6349,60.9693
1860,54.4782,101.977,47.965,60.7958
1890,53.2845,98.778,45.901,63.6058
1920,58.8978,100.428,68.9304,64.0068
1950,58.0063,103.595,72.5106,64.0613
1980,56.4357,96.207,71.3815,61.0336
2010,56.8343,99.8784,69.6224,59.4727
2040,58.8115,103.296,70.3434,64.355
2070,59.3413,103.271,70.0663,61.9701
2100,57.879,93.4957,71.225,63.5604
2130,59.9797,95.0369,71.4038,63.1917
2160,60.6765,96.115,72.576,65.1296
2190,59.0072,98.1144,68.0186,63.8492
2220,59.743,102.287,68.3398,60.6074
2250,58.0124,98.5397,70.7723,62.3861
2280,58.5548,103.322,69.525,63.7694
2310,56.716,69.0617,53.9256,52.8761
