Time,FC,PAS,PAM,PAD
-1,61,97,85,61
0,67.1,106.7,93.5,61
30,66.9738,109.169,92.8796,61
60,68.0135,104.632,91.6405,61
90,66.5333,106.233,93.0065,61
120,67.6929,108.311,92.5401,61
150,72.5019,106.468,103.744,61
180,72.7629,105.65,102.227,61
210,73.6089,107.97,102.598,61
240,74.2263,106.752,103.637,61
270,67.011,104.338,92.2645,61
300,65.9884,105.83,93.1677,61
330,67.9333,108.42,94.3594,61
360,67.5203,109.247,93.0219,61
390,66.8822,104.622,91.4973,61
420,66.8068,106.476,91.8479,61
450,66.5215,107.394,89.6438,62.578
480,65.9207,106.178,92.2205,60.0272
510,66.8468,104.379,95.093,60.7632
540,65.2325,107.001,93.4557,61.1629
570,69.1611,104.47,93.444,62.9705
600,67.8148,110.603,97.5415,62.2796
630,65.6519,106.624,92.2925,60.7675
660,67.5923,107.467,93.94,60.3278
690,67.2356,110.071,94.1097,62.9303
720,67.7669,108.879,96.094,60.7781
750,68.5849,107.242,90.7324,62.6468
780,67.6164,107.502,91.5928,59.2327
810,69.6629,106.406,91.3771,60.2225
840,65.4886,104.574,92.4632,61.5599
870,65.0388,90.532,74.9981,46.4054
900,64.6677,88.7647,73.3803,45.0333
930,66.3968,86.7009,75.3538,48.0093
960,68.3667,83.911,75.3148,51.0789
990,62.4513,87.7593,72.4007,49.3724
1020,60.8264,92.4241,77.8169,49.8298
1050,63.5233,89.5916,72.1728,48.8375
1080,62.6705,90.3862,77.1816,51.7618
1110,61.2657,89.4453,77.4358,47.3639
1140,61.0249,84.7326,72.7933,49.4499
1170,62.1968,82.2385,78.4555,48.9109
1200,57.776,107.888,91.0541,48.535
1230,60.5314,110.89,94.2356,51.8751
1260,65.0398,109.217,92.8613,57.8244
1290,59.9407,110.582,97.0497,60.7607
1320,58.3559,108.677,94.0188,59.706
1350,61.6409,108.286,94.9778,61.5177
1380,62.4259,111.293,95.0261,61.4092
1410,57.5668,109.408,90.1078,64.5073
1440,58.0399,105.437,94.3991,55.7884
1470,61.7226,108.927,96.8317,65.3892
1500,61.4342,109.413,93.9073,66.0363
1530,61.6717,108.064,92.4215,63.3088
1560,60.2799,106.879,97.7675,63.8593
1590,61.4371,105.11,91.9268,62.8775
1620,62.1386,102.537,94.5926,61.0431
1650,60.9799,107.696,92.5777,62.4289
1680,57.4487,108.79,89.3771,63.8015
1710,57.0111,106.191,90.3457,60.1796
1740,56.4388,91.1448,78.701,51.9434
1770,51.1487,73.5112,40.8463,43.2851
1800,48.6284,76.3445,35.4954,41.0501
1830,51.5311,68.9077,40.1278,39.0369
1860,52.0557,76.1299,38.1804,44.8794
1890,50.4489,78.3698,39.7063,45.3032
1920,50.4017,74.9511,41.4465,44.3896
1950,50.1895,76.094,38.5932,45.0331
1980,52.9005,71.0107,63.1668,45.0478
2010,49.9939,71.8522,62.2604,43.5335
2040,53.7286,72.6604,61.2116,38.1622
