Time,FC,PAS,PAM,PAD
-1,66,135,94,89
0,72.6,148.5,103.4,89
30,71.3714,146.573,101.737,89
60,73.1708,147.986,100.906,89
90,72.1365,148.193,102.867,89
120,71.052,152.126,103.197,89
150,78.4322,149.917,111.731,89
180,79.8862,145.301,115.325,89
210,81.1584,146.784,112.172,89
240,81.3915,147.189,114.588,89
270,72.8285,151.064,101.769,89
300,71.7909,146.282,102.082,89
330,73.1769,149.548,101.088,89
360,73.0737,148.594,105.737,89
390,71.5274,145.294,104.301,89
420,71.2801,148.394,105.348,89
450,71.9183,153.154,103.3,90.5193
480,74.0567,142.874,103.355,88.6875
510,73.5955,144.763,104.901,90.8937
540,72.7959,146.761,103.308,90.2197
570,74.1201,150.117,106.223,87.3066
600,71.0552,149.93,106.963,88.5273
630,71.5269,153.34,103.091,88.0388
660,73.7932,145.061,100.533,90.9736
690,70.6142,152.682,101.018,87.9587
720,73.0354,144.819,103.314,88.1209
750,71.5773,152.596,103.71,90.1254
780,72.2208,147.715,101.108,90.0822
810,71.9393,121.603,82.3118,73.5372
840,69.5558,114.676,85.2387,71.6931
870,70.9609,117.93,82.9453,70.8747
900,73.6573,118.013,81.9543,74.8321
930,65.2882,114.416,85.7538,70.4344
960,67.8013,115.495,78.9333,69.4728
990,68.9281,124.053,80.744,72.5918
1020,67.498,117.366,82.9497,66.8092
1050,61.5984,124.21,83.3035,72.0269
1080,64.1001,150.038,85.466,88.853
1110,63.6839,148.83,85.2999,88.8049
1140,67.0048,149.585,86.2664,91.8124
1170,64.8345,143.525,83.0453,87.7533
1200,67.5492,152.685,100.904,89.909
1230,62.7797,152.73,98.7049,86.1949
1260,67.5844,152.684,106.515,87.6353
1290,63.1282,148.313,104.359,88.1896
1320,61.4968,124.304,72.8125,58.2614
1350,57.0274,104.519,48.2276,58.9624
1380,57.9663,105.344,45.6538,59.9906
1410,58.7798,92.5093,50.524,62.0444
1440,53.6389,101.34,48.5552,66.4677
1470,54.7301,111.191,50.8333,65.3632
1500,58.426,107.814,50.4259,61.6772
1530,54.3276,99.2268,45.9466,64.9685
1560,62.0329,97.9303,69.4574,59.5759
1590,58.9068,99.5464,66.4296,63.5988
1620,59.6575,103.502,69.4645,61.971
1650,59.7446,102.401,67.4935,61.6017
1680,59.4607,94.7388,69.0028,64.1076
1710,59.0415,96.2608,66.0682,61.9331
1740,60.0412,98.3818,69.9072,60.7464
1770,59.7375,94.2005,71.0727,62.5399
1800,61.3826,99.2213,69.0217,65.7241
1830,58.3064,92.6066,65.6969,59.452
1860,58.0298,90.295,67.8039,64.1338
1890,57.7836,96.5647,65.1036,65.2211
1920,61.6822,94.3803,65.6867,60.8551
1950,60.5373,100.099,66.7057,65.9126
1980,59.7843,93.7265,69.0873,64.7233
2010,56.4851,81.0243,53.2337,41.9931
2040,54.1691,71.678,49.1669,46.767
2070,55.7536,67.3292,47.9101,46.0619
2100,59.584,80.5481,52.1406,42.6138
2130,57.7259,69.734,54.824,44.2745
2160,59.7451,64.6198,55.4694,44.8858
2190,56.8657,73.1364,55.9734,41.0991
2220,69.5504,93.9026,62.0397,45.0179
2250,69.9649,82.9467,67.2489,45.3767
2280,55.6889,69.8991,59.2655,41.2006
2310,57.4546,62.9298,63.5701,46.5585
2340,59.7009,73.2534,62.3892,44.6658
2370,58.2439,70.2633,58.1901,42.9265
2400,56.814,77.9041,64.3326,42.9706
2430,56.4717,65.6681,59.9231,47.3182
2460,57.7426,75.2917,62.0242,48.2533
2490,57.1109,73.9477,60.2948,44.085
2520,57.4853,71.4698,62.7099,40.3219
2550,58.3523,68.6123,63.2796,47.454
2580,57.3987,73.4701,61.9677,44.5964
2610,57.1408,72.4403,63.1699,44.5083
2640,56.8185,67.5478,62.7615,37.5497
2670,58.3087,69.2909,63.6698,44.3333
2700,58.9084,76.9519,60.8656,43.5643
2730,54.4497,70.1978,59.9339,42.9473
2760,57.2742,76.5029,62.6231,37.6024
2790,54.518,68.6841,59.8529,46.1728
2820,59.2859,70.1468,61.5345,47.5517
2850,60.7516,74.9278,58.3609,46.7705
2880,56.3875,65.3255,62.7008,46.5448
2910,58.2811,74.5509,60.5635,42.2797
2940,58.4057,72.004,55.8788,43.1083
2970,68.5222,85.5153,59.9589,41.1877
3000,69.0039,88.5161,66.6523,40.7684
3030,66.1809,83.294,63.4644,41.3468
3060,67.9278,85.2327,63.9591,42.4371
3090,69.0595,86.9023,63.7298,42.6707
3120,64.7542,92.8692,61.4477,41.7111
3150,67.7655,87.3219,64.5671,40.1384
3180,68.0302,86.5071,67.0821,46.4543
3210,67.3034,94.9873,68.7355,38.4145
3240,66.434,84.8482,62.2419,45.5464
3270,66.1636,95.3634,66.8031,41.9883
3300,73.5547,94.9201,72.8383,45.1105
3330,68.4603,96.0399,70.1053,39.4832
3360,70.6286,107.716,68.1678,37.3333
3390,74.1264,97.388,74.8972,44.2972
3420,70.4687,103.618,70.8405,38.2966
3450,66.8219,103.117,76.4973,41.5813
3480,70.5407,99.8364,70.8854,44.2033
3510,68.8265,100.441,73.4699,40.0266
3540,72.2902,91.7742,75.1344,40.8693
3570,68.419,96.815,72.7926,40.7686
3600,68.5987,96.3678,70.9935,39.6196
3630,71.2599,97.9842,77.3294,42.6466
3660,71.3204,98.5025,78.1327,40.9518
3690,71.5456,94.7661,75.1351,41.1641
3720,72.1463,99.4556,73.159,40.8018
3750,70.7537,101.67,77.259,43.3367
3780,73.727,102.854,75.1881,39.5978
3810,73.6777,94.4107,74.6155,45.3066
3840,74.354,105.992,75.9361,43.4015
3870,77.1824,102.431,74.3564,39.3424
3900,76.8356,100.873,79.1428,44.3599
3930,73.5997,104.111,74.2797,41.2741
3960,76.5915,97.6457,76.1736,36.1881
3990,74.7924,101.781,77.6712,37.3645
4020,72.746,108.583,72.5799,39.235
4050,71.7743,110.404,76.3145,43.8306
4080,71.1019,96.397,74.1775,41.2783
4110,72.411,98.5142,76.8983,37.2008
4140,70.3435,103.77,74.5013,37.9402
4170,67.9521,93.128,72.9695,42.1768
4200,71.4575,100.961,75.6576,40.8548
4230,73.3006,104.045,71.2541,37.0632
4260,71.2922,98.1924,71.65,39.2312
4290,68.8224,105.386,68.9226,40.5302
4320,71.0051,102.221,74.1511,39.0109
4350,73.0959,104.531,77.3857,40.764
4380,69.2262,98.6095,75.9664,39.3533
4410,72.0881,101.87,74.718,40.4186
4440,68.4727,104.156,75.284,43.9353
4470,70.2035,96.0967,69.8752,37.5264
4500,67.398,105.767,77.3475,41.6332
4530,69.5133,100.444,76.4544,42.5864
4560,71.5981,110.9,81.5068,42.7844
4590,73.0087,102.189,71.418,43.3962
4620,73.4162,102.963,74.572,40.7389
4650,68.6429,105.815,73.3554,38.7547
4680,71.336,99.326,75.5764,35.6874
4710,69.8289,107.037,74.2195,39.8602
4740,71.0266,94.7258,74.7715,37.0682
4770,69.5728,103.969,72.5788,39.8954
4800,69.8341,104.597,74.3254,44.6778
4830,68.3004,105.404,70.2752,39.7597
4860,70.6204,96.6681,74.2361,42.1331
4890,68.7459,104.007,70.7905,38.4865
4920,69.1896,99.4189,71.8005,43.1197
4950,70.3568,96.1849,72.3757,39.1992
4980,71.5375,102.069,70.5765,41.6037
5010,72.7435,97.4471,72.698,42.5973
5040,76.18,101.845,72.789,35.2792
5070,74.8295,100.775,71.2421,39.0577
5100,76.8227,99.2968,73.9226,43.9852
5130,76.7778,103.252,75.5191,39.4142
5160,77.1589,106.048,75.1741,40.0575
5190,76.6396,99.9201,78.8954,42.3799
5220,74.6791,99.8947,71.8356,38.0287
5250,74.9723,104.884,75.0452,35.1648
5280,75.9369,107.118,75.7165,35.0172
5310,74.336,103.35,73.6747,42.5873
5340,75.2692,106.571,74.8476,38.2605
5370,78.5132,103.782,71.7667,38.4479
5400,74.6572,105.654,72.2074,38.3921
5430,78.2231,97.6444,72.2221,36.6448
5460,76.3669,103.288,71.1809,38.8728
5490,74.7328,101.363,73.2856,38.0483
5520,77.1998,99.4208,72.8767,41.333
5550,75.4801,96.3378,75.0854,38.7698
5580,76.0999,98.0018,74.2927,39.1221
5610,77.9319,102.069,76.4738,39.0975
5640,80.2989,100.085,72.7991,37.4664
5670,76.7434,98.3666,74.8296,38.5839
5700,76.6564,107.449,77.875,38.4731
5730,77.436,102.85,78.6003,36.3956
5760,76.6864,101.917,72.3891,37.6046
5790,74.1482,106.456,74.3371,38.8203
5820,76.7807,104.247,77.1026,38.7821
5850,75.1306,103.27,74.1397,39.3868
5880,74.4853,105.672,73.554,39.5815
5910,76.6973,106.731,73.6294,38.3941
5940,78.2255,105.602,74.0489,41.6738
5970,76.5715,100.136,71.8519,39.1231
6000,76.0054,105.161,69.3405,35.1503
6030,77.9334,106.731,77.2356,40.6396
6060,78.3105,107.223,76.2665,35.8683
6090,74.4433,102.788,73.3427,39.6872
6120,76.0594,98.8788,70.76,39.3883
6150,74.5847,101.267,72.937,37.7845
6180,76.2286,98.8848,74.1718,38.2458
6210,76.6197,102.073,77.4407,37.7214
6240,76.2615,111.075,76.4817,37.0201
6270,76.0866,111.719,74.5534,41.2091
6300,77.6731,107.484,74.9079,36.552
6330,74.9134,105.497,77.0802,39.3586
6360,74.5349,103.231,75.9924,35.3103
6390,76.3249,108.237,74.8044,35.9544
6420,77.7497,107.046,76.6567,39.8939
6450,77.4101,105.937,77.9795,36.8009
6480,77.1493,112.281,75.3255,37.7449
6510,61.5936,85.0272,60.2978,39.6534
6540,60.6877,88.9722,57.1159,38.2812
6570,61.757,86.1534,59.318,40.3959
6600,59.6209,77.8551,59.7206,41.2155
6630,60.6904,80.5806,56.4595,37.2874
6660,60.3707,85.789,56.1089,41.2259
6690,61.9647,85.1205,56.2024,38.0295
6720,60.6003,79.7137,56.0324,37.3061
6750,59.5296,84.1408,56.4352,38.403
6780,62.43,88.8479,52.5695,39.2073
6810,62.2344,84.1065,54.0956,37.5062
6840,62.3037,84.3973,53.2476,38.8992
6870,65.2267,89.2209,52.8,36.5778
6900,65.5843,83.3849,54.8484,38.5391
6930,64.3319,80.4814,53.5461,35.7791
6960,64.4347,82.8412,55.1367,36.7209
6990,64.5024,85.0684,55.1108,36.1926
7020,65.9243,82.8651,54.3802,36.3186
7050,66.2942,80.1579,54.5705,39.0077
7080,66.2206,81.5198,53.9471,37.4393
7110,68.9848,85.4828,56.4041,36.6324
7140,65.8832,80.7242,54.2595,36.9993
7170,61.5855,76.7415,50.6824,39.4903
7200,63.2772,99.2177,81.013,65.4914
7230,66.6313,121.096,77.9905,65.781
7260,66.9926,115.957,78.9305,64.7409
7290,66.6177,119.854,79.4587,64.2217
7320,65.7637,119.705,81.7361,66.4335
7350,67.8953,120.319,78.7838,65.3103
7380,65.5793,119.138,78.036,64.0044
7410,67.7708,121.438,79.2078,65.3941
7440,69.1839,114.956,80.1311,63.4162
7470,69.1482,118.461,78.4619,63.7932
7500,68.235,117.321,82.1477,62.3018
7530,65.9829,117.122,80.1599,63.0965
7560,65.7888,117.574,78.791,65.3398
7590,66.385,117.606,79.8983,63.3485
7620,65.7425,118.168,80.9799,65.1421
7650,67.3415,114.904,79.7858,64.2386
7680,65.6878,121.267,81.2783,62.2824
7710,67.4097,120.991,79.7171,63.2188
7740,66.6184,117.526,79.1684,64.0862
7770,68.3633,120.347,80.8116,65.8817
7800,66.4004,120.776,80.4632,64.2992
7830,66.6576,115.176,81.2713,63.8531
7860,67.6346,118.13,78.2622,62.4447
7890,67.4615,118.346,80.3179,64.7206
7920,67.3456,117.106,80.634,62.189
7950,66.4984,115.16,79.0569,64.683
7980,67.2667,118.623,78.0388,63.2018
8010,66.9863,119.6,78.3496,64.9954
8040,67.7719,119.541,78.5582,66.2029
8070,68.4021,121.131,79.3109,63.6727
8100,67.1487,117.603,79.7584,66.4121
8130,69.0906,114.73,80.3755,64.1353
8160,66.792,116.189,79.9629,64.884
8190,66.5196,119.865,78.8275,65.4582
8220,66.7169,116.498,77.9309,65.3619
8250,69.174,115.583,79.6089,64.7254
8280,68.6295,118.532,80.1734,64.8246
8310,67.3733,120.591,82.1113,66.31
8340,66.5529,117.534,81.9468,63.2175
8370,67.031,118.241,80.9797,65.5007
8400,68.2416,116.084,79.6359,62.1957
8430,69.3264,122.531,83.8151,63.4072
