Time,FC,PAS,PAM,PAD
-1,69,102,71,63
0,75.9,112.2,78.1,63
30,75.1723,113.218,77.0278,63
60,74.1714,111.532,77.2071,63
90,77.2999,111.334,78.7219,63
120,74.652,109.777,79.6242,63
150,83.3391,113.618,86.8728,63
180,83.2561,112.742,85.1887,63
210,77.1601,111.018,85.1396,63
240,76.6228,109.594,84.7477,63
270,76.7193,111.57,76.5988,63
300,76.9158,111.56,76.2731,63
330,76.7747,113.268,78.4496,63
360,76.8775,112.093,77.0309,63
390,74.8931,114.628,77.8157,63
420,76.0151,113.336,77.7777,63
450,78.393,110.559,77.498,63.6604
480,75.9756,112.333,75.9988,61.9895
510,75.4556,114.968,80.1717,61.4427
540,75.6338,113.457,75.1037,63.0142
570,73.9586,112.004,78.6186,63.8267
600,75.8076,110.483,77.486,62.8095
630,73.9169,111.095,77.7297,63.6379
660,73.5794,111.872,74.6427,61.6393
690,74.4896,113.326,78.0696,63.4539
720,75.3645,111.18,78.7927,63.3589
750,73.4917,89.6647,62.7425,53.0651
780,76.0915,95.2552,59.5262,50.3435
810,73.3583,90.2911,59.9153,46.919
840,73.1625,87.154,61.0383,53.4088
870,72.2468,96.5298,62.7683,49.7397
900,68.7688,88.9223,63.7757,50.4511
930,72.0543,90.0036,61.402,50.3479
960,70.1278,84.3103,66.0979,48.1579
990,68.8571,92.6109,63.815,54.2161
1020,66.8645,85.0949,63.7844,60.7417
1050,67.3579,89.3544,60.9561,63.3827
1080,66.1246,89.1188,60.9497,63.2766
1110,69.082,94.6392,64.8712,63.7017
1140,67.7289,111.881,75.9523,60.1322
1170,67.7578,116.176,80.6664,62.8983
1200,65.1442,92.0453,65.7147,45.496
1230,57.9657,76.4405,34.9316,45.2434
1260,58.5313,78.1514,37.4209,47.4972
1290,56.9168,81.0849,29.7395,46.8531
1320,58.6489,78.0468,31.1262,45.5017
1350,60.487,76.3722,32.2664,44.208
1380,60.163,77.2864,30.1719,42.8309
1410,58.1578,75.6618,32.2156,44.7793
1440,62.4659,73.1877,49.0269,46.8679
1470,62.4908,76.503,52.7387,42.8847
1500,63.4612,72.7678,50.5786,46.6618
1530,65.2673,76.8708,51.1648,42.0727
1560,62.6518,72.163,46.5941,43.3367
1590,65.9954,77.0527,51.2783,42.2715
1620,61.2374,74.9385,48.0855,40.99
1650,61.9218,74.411,48.2923,48.5458
1680,64.2429,76.7732,48.1707,42.5633
1710,62.7261,76.1989,54.4184,43.0277
1740,63.3329,76.8457,51.1216,42.3039
1770,62.3085,72.5738,53.3301,42.9533
1800,62.159,74.6346,46.1032,45.2407
1830,58.3778,64.8949,41.7385,33.8525
1860,58.7727,53.8039,30.9295,31.3658
1890,58.3115,49.6779,33.6407,28.9239
1920,58.2063,54.0738,32.4797,28.3892
1950,56.8963,50.5265,36.7474,33.0207
1980,59.5537,52.4584,37.0887,26.772
2010,57.3108,49.2981,37.9549,31.9359
2040,57.3252,49.1426,35.0286,30.4629
2070,58.0052,49.2081,34.9338,29.3639
2100,59.5154,51.2301,38.4119,28.1095
2130,59.8349,50.3581,34.0548,31.1043
2160,60.0325,56.2186,40.0406,28.4274
2190,56.6605,46.871,34.5756,36.7787
2220,62.8229,50.1472,41.785,29.7499
2250,75.8986,62.451,54.4015,33.6813
2280,75.1462,68.7803,50.1814,29.6817
2310,73.8276,67.7532,48.5971,25.2638
2340,65.1231,62.7572,44.1886,30.5815
2370,62.6736,54.5285,41.7831,32.93
2400,63.7073,60.9425,48.1811,33.8992
2430,63.1145,56.4359,47.1388,32.5641
2460,59.967,59.944,45.1546,30.4643
2490,60.0497,61.9965,40.6782,30.7928
2520,61.727,57.0658,47.2294,28.1473
2550,59.4242,58.9771,49.14,31.5769
2580,59.3806,57.7687,48.3392,29.9435
2610,60.6306,60.3505,43.1274,30.0375
2640,59.7897,55.4056,42.7621,32.9363
2670,59.5531,61.1989,47.4496,28.1708
2700,69.2329,70.2361,50.4361,31.4141
2730,68.9624,70.4018,49.0932,30.1272
2760,69.8099,65.7385,47.8101,33.721
2790,69.0929,63.5801,51.9884,31.463
2820,66.9974,70.325,47.9962,29.6465
2850,69.5861,72.1273,52.971,27.1444
2880,69.1821,65.8045,54.3403,29.2243
2910,69.1365,63.6318,49.2475,27.3671
2940,70.8361,66.0847,54.0881,29.3745
2970,71.3689,71.9849,51.3211,32.1276
3000,71.0695,72.2282,48.1206,27.8883
3030,75.4485,74.216,48.8081,29.6027
3060,75.6696,76.5497,54.7157,31.0808
3090,76.958,69.7781,50.3606,28.9151
3120,80.7374,70.2847,48.8267,27.1522
3150,80.4376,71.0939,57.0046,30.0405
3180,78.8904,73.2878,46.6438,28.1632
3210,79.5614,74.307,58.3,34.4533
3240,76.4785,68.4472,50.722,29.0687
3270,81.2329,69.4228,50.0027,31.7092
3300,83.2641,72.0992,51.9916,29.5594
3330,85.4891,73.6895,54.387,31.1908
3360,84.6979,71.8768,52.3768,27.0737
3390,82.4872,80.7383,53.8171,27.3555
3420,85.2102,73.6853,56.1276,33.9741
3450,87.9029,71.1407,55.9706,32.8072
3480,83.6144,71.3423,61.5025,29.3789
3510,84.2222,77.5612,56.124,31.4872
3540,85.2596,78.2831,53.4372,29.5285
3570,84.1099,76.835,53.5942,31.3352
3600,83.9031,72.7229,50.4125,34.039
3630,82.3754,72.1499,54.1128,32.5392
3660,85.0379,72.4085,53.4189,33.2805
3690,82.2628,73.1456,53.4172,30.2573
3720,79.7652,69.2251,53.7939,29.3485
3750,80.3354,69.1338,55.0222,31.5809
3780,80.3466,78.4659,49.5844,30.2367
3810,79.685,75.6917,44.8362,34.8337
3840,77.3778,75.8693,48.3757,28.6127
3870,77.0011,76.7889,47.951,33.4801
3900,74.0089,78.6498,48.3737,34.158
3930,75.7579,73.3617,50.4435,32.9277
3960,77.7715,74.2546,51.0219,31.5452
3990,77.7266,73.6109,52.8918,34.2772
4020,78.0311,68.603,52.6972,30.3527
4050,76.6845,74.5672,52.973,33.6845
4080,77.5087,75.6958,55.1717,33.3872
4110,77.7428,75.29,46.3718,28.1534
4140,76.504,76.5999,51.5403,29.5108
4170,78.3803,75.3635,50.35,32.0481
4200,76.1314,72.1405,49.6163,34.0627
4230,76.0395,78.1513,51.4216,32.3562
4260,75.8798,70.681,54.0362,32.6036
4290,77.4218,78.3215,49.8835,38.6559
4320,79.113,75.4619,49.84,34.131
4350,77.8749,77.6684,50.1,32.9479
4380,75.3171,75.3453,46.1263,32.4189
4410,74.294,72.5705,51.0969,31.2587
4440,73.573,72.7053,49.7017,32.9267
4470,77.632,77.2763,49.5984,35.873
4500,76.6766,76.5207,48.8791,33.1338
4530,76.2642,76.6126,54.0414,32.5138
4560,80.0003,77.2496,50.7182,33.9983
4590,78.7533,79.0353,49.7277,32.4282
4620,78.6301,74.28,51.2818,32.3944
4650,82.3423,79.4858,48.0527,29.6589
4680,82.3169,75.6168,47.1062,33.1843
4710,82.2217,77.3792,48.6742,33.79
4740,80.3521,73.5918,50.7958,30.3793
4770,82.304,78.4827,46.2026,32.8545
4800,82.4962,74.8323,53.2967,31.8171
