Time,FC,PAS,PAM,PAD
-1,66,132,84,89
0,72.6,145.2,92.4,89
30,72.3299,143.661,94.0684,89
60,73.0034,147.616,94.6727,89
90,72.0103,147.126,94.1923,89
120,74.1254,146.032,92.1258,89
150,78.225,145.436,101.946,89
180,80.8006,148.537,102.55,89
210,73.6377,142.555,101.109,89
240,74.1597,142.054,102.618,89
270,72.0689,145.779,90.2813,89
300,72.2863,141.819,92.4484,89
330,73.6837,144.47,93.2135,89
360,70.8397,142.425,91.4872,89
390,73.142,147.912,94.2053,89
420,73.8134,145.887,94.6238,89
450,72.9386,146.798,91.4102,86.9971
480,75.2258,143.336,89.9158,88.0374
510,72.5456,147.682,93.6276,90.4909
540,74.876,146.768,94.3333,89.5007
570,72.8671,145.522,92.549,89.3241
600,71.9327,145.694,91.0313,87.8419
630,73.1351,144.874,91.6271,87.7471
660,72.9679,140.173,92.8396,90.8161
690,71.0423,144.679,92.6949,87.9077
720,73.3041,145.938,93.503,89.7005
750,72.3024,146.857,93.306,89.9616
780,71.8833,148.537,97.5702,90.325
810,71.6512,111.436,75.7409,68.642
840,72.2849,121.027,73.5464,73.3624
870,72.107,119.772,72.8003,68.334
900,68.4728,118.115,75.0733,71.8726
930,71.5524,117.334,75.169,68.7396
960,67.2828,111.12,79.2018,71.2562
990,68.2934,115.46,70.9513,71.0781
1020,65.7173,113.672,69.536,74.4223
1050,63.6609,120.463,72.6873,72.6135
1080,65.2547,113.321,68.8513,69.7456
1110,64.261,116.588,76.61,71.9946
1140,67.2077,113.878,90.0482,73.5288
1170,64.6692,115.4,91.9139,69.0031
1200,63.1273,142.724,90.8477,88.179
1230,67.3785,147.274,90.824,89.1147
1260,66.0118,143.95,95.3978,86.6664
1290,63.8024,145.146,95.2859,89.3499
1320,67.7459,146.106,91.2849,87.7654
1350,67.8516,144.359,90.9741,86.8413
1380,62.7909,103.791,66.4607,62.8736
1410,52.7384,100.204,40.4319,60.9743
1440,55.1044,104.424,42.9911,61.5196
1470,52.5649,98.605,42.7989,64.1527
1500,54.8227,100.105,43.658,61.8405
1530,52.7152,108.327,39.1259,62.7569
1560,52.9396,97.3017,43.5048,61.6737
1590,52.2979,102.107,44.4768,62.2006
1620,58.8285,96.6531,61.5143,59.9848
1650,57.6218,94.8378,60.1009,61.4232
1680,60.7198,97.59,59.5228,61.2174
1710,58.236,96.8136,57.9437,63.1179
1740,55.6959,98.0715,58.1939,58.5687
1770,60.4339,96.3762,57.1243,65.1715
1800,57.6551,100.012,59.3973,60.4364
1830,55.5791,91.6629,59.2397,61.5895
1860,55.6861,96.1589,59.1519,63.9387
1890,57.5551,93.6215,61.5168,64.5759
1920,56.5418,97.6808,62.4641,63.8584
1950,56.3294,99.0691,58.3905,62.6584
1980,56.3125,101.763,60.0791,65.6071
2010,55.4137,64.6376,42.9877,43.8381
2040,51.5071,63.4334,43.8642,41.5462
2070,49.8436,63.519,41.9298,46.254
2100,52.5507,70.3089,42.6215,46.7578
2130,57.9695,65.0582,47.7661,43.299
2160,56.0033,70.8351,46.8082,45.8288
2190,55.4133,66.4824,46.1513,42.6591
2220,54.9052,66.7106,45.7562,44.6061
2250,53.5557,65.7327,45.7566,42.5018
2280,55.8047,71.6334,44.4722,44.3886
2310,54.1104,66.4283,46.6473,46.0005
2340,55.2765,64.373,45.2645,43.0292
2370,65.0634,79.5385,55.017,39.3502
2400,61.6229,86.7796,58.7902,43.6201
2430,57.334,72.9386,50.8003,39.7199
2460,54.7422,76.4542,51.8504,41.4056
2490,52.3148,69.9124,52.5163,39.552
2520,53.742,74.0035,55.0288,45.869
2550,56.5135,81.1825,50.8285,49.1737
2580,56.8784,65.2603,51.1417,41.5394
2610,55.7886,78.9574,56.201,39.3825
2640,52.7128,77.0055,48.0195,41.4179
2670,54.2279,73.4957,52.1253,45.1497
2700,54.4287,76.9399,57.5605,38.2349
2730,54.7682,74.1634,55.2433,46.9321
2760,53.0356,76.1604,52.5006,45.4382
2790,53.9126,69.8295,52.8187,46.5706
2820,55.6454,71.7903,48.6712,43.8622
2850,55.8077,71.5553,56.0301,41.7429
2880,54.5577,72.2628,54.2119,41.9457
2910,52.9026,74.256,51.035,44.4035
2940,53.4437,68.1961,52.6147,39.5597
2970,55.9707,74.8738,50.5234,41.8038
3000,54.1838,70.7712,51.9788,44.611
3030,54.9422,67.5631,52.283,44.369
3060,57.2779,76.0441,51.7652,42.7332
3090,54.3072,69.7101,55.0784,44.9665
3120,55.1092,74.7619,52.6469,41.0795
3150,56.7024,69.2572,50.4558,42.0867
3180,55.3198,75.8758,51.3759,43.3261
3210,54.6193,70.7791,53.3863,43.6824
3240,65.072,88.0382,58.4594,45.3155
3270,68.4416,86.5181,58.66,43.921
3300,67.6197,78.1613,53.094,48.3795
3330,69.1433,79.8258,56.0877,42.8573
3360,71.6171,87.5932,56.5317,44.4963
3390,67.8389,86.6546,60.9987,44.1892
3420,72.9057,87.2295,57.7855,49.2567
3450,69.8489,85.3463,59.8086,45.6183
3480,70.5332,87.4042,61.5154,43.2494
3510,67.563,81.9404,62.0557,49.3962
3540,68.6298,76.3346,58.9451,44.383
3570,69.2314,81.6206,57.8563,46.4314
3600,76.4628,83.8801,59.7429,48.3454
3630,75.3774,86.5843,58.4147,45.4061
3660,80.8114,87.6307,58.4885,44.4172
3690,77.7966,85.1318,62.1667,47.392
3720,78.3055,82.246,56.6282,43.8549
3750,80.5008,81.7831,58.7145,45.2469
3780,77.2022,89.1939,59.1815,42.6418
3810,75.7122,83.3413,57.5,45.1008
3840,78.1665,83.8367,56.9301,47.5538
3870,80.015,84.1533,61.7602,43.7658
3900,80.9062,86.4286,58.6952,46.5039
3930,79.5771,86.6157,55.1065,39.0294
3960,81.2976,86.1167,55.6282,42.303
3990,80.0835,84.0221,58.4023,41.3773
4020,79.346,80.6612,57.1914,43.6575
4050,82.0872,88.8736,58.8024,43.9245
4080,83.0214,82.5206,59.7558,43.7033
4110,79.6269,84.9544,55.177,44.7664
4140,77.8416,87.3141,59.7571,41.3719
4170,77.4388,84.537,57.6792,43.5379
4200,76.2054,87.0721,56.1054,39.3148
4230,76.9606,83.331,57.0102,43.8968
4260,77.8825,88.5422,58.4968,44.4275
4290,76.4224,87.083,60.9931,43.6537
