Time,FC,PAS,PAM,PAD
-1,87,116,85,60
0,95.7,127.6,93.5,60
30,97.7814,129.804,92.4367,60
60,97.1927,129.791,92.2517,60
90,96.9712,125.147,93.4366,60
120,94.84,129.182,92.2061,60
150,106.671,126.336,104.048,60
180,105.78,128.593,103.066,60
210,106.18,126.733,105.013,60
240,105.847,127.709,102.803,60
270,95.047,129.445,95.7441,60
300,96.3397,125.775,92.8324,60
330,94.8796,129.786,95.5048,60
360,96.1383,125.386,91.9404,60
390,95.4797,130.467,92.8102,60
420,96.2075,130.314,92.1671,60
450,93.3901,129.129,96.139,60.0115
480,94.6627,126.312,93.5297,60.397
510,94.7685,128.234,92.6208,61.0957
540,97.1323,127.658,94.4122,59.654
570,97.1548,126.577,93.3489,61.5185
600,93.659,127.774,96.3375,61.1728
630,94.3845,129.103,95.9114,60.0517
660,97.0929,125.005,93.7049,61.5725
690,96.6679,129.182,92.1781,58.3695
720,93.574,132.28,91.9565,59.7715
750,97.3965,124.089,92.1514,61.3848
780,97.3374,124.718,95.3237,58.9716
810,93.3905,124.77,93.0647,59.499
840,97.512,127.14,89.5043,61.0343
870,90.1217,98.1192,73.5395,48.5941
900,92.1863,103.14,78.3868,44.2543
930,90.3724,103.178,72.4935,47.8279
960,87.9631,98.7893,77.555,48.522
990,89.4983,106.823,77.8725,46.6077
1020,92.775,104.459,77.0401,47.1348
1050,88.8463,102.316,74.277,46.7126
1080,87.3481,107.078,74.0658,47.5731
1110,89.8472,98.1781,77.2449,47.4092
1140,85.2513,103.673,75.7621,48.9053
1170,84.7141,103.791,75.9145,49.539
1200,86.4584,125.771,91.3635,55.726
1230,87.1935,128.475,96.4473,61.4893
1260,88.5331,126.067,97.9632,57.4208
1290,83.834,128.226,90.5301,60.5545
1320,82.306,126.817,91.4572,56.6802
1350,85.1346,132.252,94.9929,60.5162
1380,85.4439,123.435,94.0404,62.0575
1410,87.0312,130.564,93.2404,58.8055
1440,87.8475,125.031,90.6432,59.5863
1470,86.3474,126.459,95.2889,60.6638
1500,87.7476,121.563,97.9486,60.2145
1530,88.4831,124.941,98.0256,60.251
1560,85.4905,118.187,89.685,58.716
1590,87.0854,124.594,97.0261,62.2482
1620,87.5987,132.312,95.8247,59.4014
1650,86.1699,119.139,88.5767,59.7296
1680,86.7453,124.913,87.0056,60.6553
1710,84.0551,134.39,93.9284,57.1079
1740,80.8028,92.3938,62.9421,51.472
1770,74.3474,93.2727,43.189,42.0289
1800,73.899,86.9389,41.158,44.9921
1830,72.2799,87.3971,38.4883,44.507
