Time,FC,PAS,PAM,PAD
-1,90,130,79,79
0,99,143,86.9,79
30,97.2096,143.095,88.9172,79
60,97.377,141.755,86.0824,79
90,100.57,145.459,85.0079,79
120,98.2797,141.285,88.4265,79
150,107.161,144.727,94.9851,79
180,109.362,144.367,96.5002,79
210,109.016,139.991,94.3604,79
240,106.457,144.416,93.6263,79
270,97.5762,146.405,87.172,79
300,98.025,145.67,86.7022,79
330,100.081,143.129,86.8088,79
360,100.372,141.794,87.8519,79
390,96.8904,139.752,85.3595,79
420,100.168,145.279,85.8573,79
450,100.74,141.948,83.8615,77.4538
480,96.5993,145.109,86.3531,77.8657
510,97.9027,146.693,85.9957,78.2501
540,96.361,139.985,85.5988,80.1108
570,97.7202,138.975,86.7418,77.9224
600,99.9109,140.176,87.4981,80.7222
630,99.5273,138.88,88.9049,77.5702
660,100.742,144.644,89.0521,77.3913
690,99.4402,146.716,86.8393,77.255
720,99.3016,142.285,86.1775,80.8168
750,99.329,145.34,87.1309,78.7465
780,97.1806,143.178,87.8208,78.8927
810,97.9618,143.091,86.6262,77.9458
840,98.2947,140.849,86.8558,79.8828
870,96.3571,114.239,68.2885,62.5563
900,99.4319,112.776,71.7568,65.4227
930,92.4627,117.162,67.5739,65.1739
960,95.8005,115.305,66.6048,62.1521
990,95.1245,116.775,72.6935,63.532
1020,93.0752,115.723,71.231,62.4558
1050,94.858,113.89,71.9872,64.8537
1080,90.3626,120.461,71.7173,65.097
1110,88.6807,117.353,66.7703,63.1362
1140,87.0218,145.866,70.7824,78.2637
1170,88.6162,139.441,69.5481,81.715
1200,86.0264,138.041,84.8583,80.161
1230,88.4407,148.807,86.4781,82.2913
1260,89.6821,142.292,87.0718,79.0235
1290,94.1461,149.34,88.6661,79.0855
1320,86.7423,150.024,85.7025,78.0981
1350,90.4907,143.97,87.302,77.2828
1380,85.5093,143.643,89.0389,78.2807
1410,89.4079,143.905,87.3694,78.6756
1440,88.841,145.853,84.9248,75.6347
1470,91.0254,142.74,88.6518,76.5416
1500,84.3901,124.541,77.66,64.0823
1530,74.3184,96.948,44.5365,58.56
1560,75.3319,102.725,35.6067,57.492
1590,75.1505,95.5066,38.2026,53.6289
1620,74.1421,98.4706,34.8334,55.9178
1650,76.4561,99.4185,33.9864,54.0158
1680,75.2268,102.897,37.371,57.2863
1710,76.6238,96.2061,36.8325,56.2023
1740,79.3913,92.4267,57.8758,56.6344
1770,82.0607,91.7995,52.5486,55.3976
1800,79.9237,94.1023,55.0312,56.1883
1830,81.9937,92.1938,53.2952,54.2651
1860,78.147,93.7229,58.6041,54.0264
1890,78.4531,97.883,54.2379,57.2275
1920,80.4945,99.013,55.5696,55.2171
1950,80.4846,97.9701,56.3129,56.2404
1980,78.9881,90.0106,54.9125,57.4573
2010,81.5243,87.7642,56.9543,55.2399
2040,80.726,94.0509,55.3694,56.2224
2070,78.2416,80.1257,51.848,44.9322
2100,71.6529,65.0506,40.396,38.3343
2130,70.8747,63.4785,38.0985,34.2841
2160,74.8181,68.2998,33.8791,37.4831
2190,73.6019,65.5925,40.679,39.7304
2220,73.034,62.7545,39.3771,42.1621
2250,76.156,67.1866,41.3889,42.1966
2280,79.3763,67.2567,43.2628,37.354
2310,75.3537,65.6688,42.4724,36.7772
2340,77.6298,69.9422,43.8441,43.6574
2370,72.9744,69.4512,41.9217,39.7877
2400,75.5725,72.4714,42.4642,38.2521
2430,77.0208,72.5986,42.2746,36.983
2460,76.6014,69.574,43.3514,36.4116
2490,87.7994,79.5295,54.5057,38.4083
2520,89.3009,88.0998,51.2973,36.6752
2550,76.1829,67.4617,40.7555,37.795
2580,73.9888,67.7267,39.4078,41.8991
2610,77.645,67.8141,42.2598,39.7894
2640,75.5699,70.6108,40.1393,37.9809
2670,76.2133,71.9573,43.4988,37.1148
2700,76.5219,71.5326,41.556,40.0572
2730,77.1196,71.252,42.3689,39.719
2760,76.2743,70.5455,39.0682,42.0835
2790,77.4399,69.4346,38.5806,40.5709
2820,79.5128,70.2074,42.7986,37.4578
2850,77.2482,71.4115,41.2254,39.5296
2880,78.3464,69.7129,42.9915,37.3396
2910,74.672,66.545,37.701,35.6412
2940,79.2008,72.5618,38.8025,37.6046
2970,77.9748,70.0801,41.735,38.8075
3000,77.1847,69.9197,39.8644,40.2311
3030,74.6174,69.2853,40.7523,39.3666
3060,91.4481,83.7998,51.7982,40.0846
3090,88.636,81.4894,48.0829,41.9173
3120,89.1741,83.2078,51.7892,40.9997
3150,89.4994,80.9712,52.569,37.1304
3180,91.6891,84.3567,51.3222,40.9216
3210,87.4732,83.0829,49.2561,37.1724
3240,89.0402,82.821,55.6836,37.5085
3270,87.8347,78.3293,47.8907,42.091
3300,88.4384,83.015,55.339,38.0989
3330,86.486,83.0289,48.1013,39.0488
3360,85.276,83.957,50.1771,42.0596
3390,90.2047,88.5546,55.5108,42.9395
3420,91.221,91.1165,58.3914,40.816
3450,93.4604,83.7666,52.0229,37.8276
3480,91.2644,90.8908,57.9962,39.6984
3510,90.0826,87.9542,53.1924,42.1373
3540,93.2937,85.9881,53.1275,37.8354
3570,95.3006,86.1418,56.2283,37.5804
3600,90.851,87.8472,53.6446,39.7559
3630,94.1656,89.3992,54.3559,37.9274
3660,91.4277,87.64,56.9856,37.1869
3690,93.3318,86.6973,54.5464,35.5428
3720,92.6312,89.8058,55.1546,38.4568
3750,93.2014,93.2778,52.6531,35.6518
3780,91.1045,93.2147,57.6095,36.0971
3810,93.5736,95.2391,55.7337,40.5336
3840,91.2921,89.5942,54.908,36.24
3870,93.6533,93.3151,57.7628,36.6579
3900,96.5668,86.3809,56.6495,37.6741
3930,93.928,91.5098,57.2055,40.2046
3960,93.7984,89.2635,55.9084,37.752
3990,92.8748,89.2322,56.7048,37.7478
4020,97.3377,89.3735,56.1355,36.6645
4050,94.5106,91.8041,60.4607,31.2262
4080,92.278,89.6442,53.9599,39.1175
4110,96.0965,89.1567,60.4295,36.3557
4140,94.5578,85.5871,53.5687,36.0991
4170,95.3428,90.2089,55.7581,38.787
4200,97.8251,88.909,56.5697,32.7923
4230,93.9208,90.7282,55.2913,32.586
4260,92.815,89.1042,59.2363,37.1263
4290,92.4117,88.5513,54.8375,38.6857
4320,94.46,88.8039,60.4523,34.9071
4350,93.8712,97.4736,53.3318,35.3378
4380,93.1555,87.499,55.5318,40.5432
4410,94.4845,90.377,55.0673,33.9705
4440,92.8983,89.7074,57.5202,31.8482
4470,92.5277,90.8479,58.8864,37.0991
4500,96.259,90.6132,55.5737,32.5187
4530,91.7496,90.6437,57.258,37.5058
4560,96.7567,92.7883,54.2637,39.1684
4590,94.6541,89.7175,57.4466,39.2797
4620,90.427,90.7243,60.3464,39.1198
4650,94.1626,93.6537,57.1932,37.3182
4680,93.365,93.3453,58.531,37.5988
4710,91.0864,90.6896,56.3872,36.1648
4740,92.4306,89.0023,55.013,39.9046
4770,96.5847,94.4479,57.536,39.9109
4800,94.3713,88.3155,55.0106,36.3142
4830,96.0974,93.7907,55.4563,34.1245
4860,93.547,89.0418,57.3663,34.9814
4890,91.8861,90.4174,62.8444,35.9577
4920,91.7848,96.3863,57.2573,36.6746
4950,91.1214,88.9119,59.1536,36.8205
4980,91.5256,92.8695,58.1392,36.0916
5010,93.5086,92.6103,53.8976,38.0429
5040,92.3919,92.1653,56.3218,34.926
5070,93.5275,89.4399,59.6772,36.006
5100,91.5344,95.3387,57.0505,36.908
5130,92.8275,95.1403,57.6496,36.2038
5160,90.4685,91.2044,55.5089,35.3153
5190,96.4436,93.1656,58.4614,37.3619
5220,96.7087,93.9581,64.9983,34.0615
5250,99.3657,94.6783,57.867,34.3034
5280,98.8957,95.1772,57.4591,37.3752
5310,98.1735,97.4687,61.5662,34.1707
5340,99.2269,90.0742,58.6458,37.501
5370,100.087,96.8591,56.8606,34.902
5400,97.9007,90.5252,62.0949,35.4769
5430,100.266,96.1132,62.3613,34.6267
5460,104.741,97.8914,60.1372,35.445
5490,104.154,93.8767,59.1854,39.0761
5520,104.946,95.0495,61.5458,35.5089
5550,104.465,93.3955,56.1218,34.3059
5580,106.108,92.9977,58.3658,32.8642
5610,105.061,95.6232,58.7829,37.9978
5640,102.774,94.9282,60.2644,36.6719
5670,104.713,98.0499,58.8903,34.9029
5700,103.638,97.136,58.7634,34.8531
5730,104.318,92.3058,60.7605,36.3347
5760,103.896,93.1619,60.9706,32.3337
5790,106.247,95.265,60.7223,32.273
5820,105.051,91.5619,58.573,37.2424
5850,103.475,92.7698,56.1072,35.4886
5880,100.208,92.6496,57.9474,38.2257
5910,103.501,94.9422,56.9691,33.9058
5940,102.867,87.6382,55.5802,36.4998
5970,103.428,90.4421,62.2383,35.0832
6000,103.088,93.2811,58.0099,37.4194
6030,105.055,91.4091,56.817,34.7629
6060,102.825,92.2058,58.9419,36.5327
6090,104.176,89.9022,59.4898,38.4294
6120,103.704,88.222,59.1268,38.1568
6150,102.458,92.5428,58.1257,37.4224
6180,101.341,92.253,59.0269,38.0296
6210,103.453,87.9564,63.9122,38.0222
6240,103.52,95.1774,61.7952,36.1374
6270,101.904,93.6634,58.3165,38.0723
6300,104.023,92.95,62.1018,37.2997
6330,105.071,90.8351,61.1479,35.4024
